"DATE","OPEN","CLOSE","HIGH","LOW","VOLUME"
"2013-04-02T08:00:00.000Z",102.77689,104.5,104.9,102.77689,189.30177901
"2013-04-02T09:00:00.000Z",105,105.3,105.51,103.52761,613.27779138
"2013-04-02T10:00:00.000Z",105.45,105.33,107.65,103.77,1132.01454287
"2013-04-02T11:00:00.000Z",105.23999,106.6,106.6,104.4,224.77413528
"2013-04-02T12:00:00.000Z",106.50003,107.90001,107.975,106.201,94.06010885
"2013-04-02T13:00:00.000Z",107.90002,107.2,108.0399,107.2,179.26831426
"2013-04-02T14:00:00.000Z",107.8,108.05,108.86,107.5,143.65293285
"2013-04-02T15:00:00.000Z",108.40895848,107.09988488,108.47999,107.09988488,318.52052411
"2013-04-02T16:00:00.000Z",108,108.32021292,108.35012931,107.75147349,284.58832615
"2013-04-02T17:00:00.000Z",108.36899,108.09999,108.37447485,108.007,179.14763773
"2013-04-02T18:00:00.000Z",108.60001,109.95,110.25,108.399,542.52583765
"2013-04-02T19:00:00.000Z",109.99998,115,115.25,109.151,779.21304533
"2013-04-02T20:00:00.000Z",115,112.1221439,115,112.1221439,562.54364575
"2013-04-02T21:00:00.000Z",113.78964456,115.7625,115.79983854,113.78964456,334.04412492
"2013-04-02T22:00:00.000Z",115.36893245,114.9348,115.7625,113.51525957,612.18982568
"2013-04-02T23:00:00.000Z",115,118.22935407,118.3867,114.94196603,320.35571599
"2013-04-03T00:00:00.000Z",117.95826131,117.81528725,117.95826131,116.3,529.13140407
"2013-04-03T01:00:00.000Z",118.35,117.98999,118.3880667,117.1,265.25397239
"2013-04-03T02:00:00.000Z",116.57909668,121.5506,121.93299797,116.57909668,126.86792737
"2013-04-03T03:00:00.000Z",122,123.01621056,127,121.14,796.9584438
"2013-04-03T04:00:00.000Z",123.00054418,121.01008454,123.40062759,117.99441783,826.91908763
